pan ID	D39	D39V	EF3030	Hungary19A-6	TIGR4	670-6B	6A-10	70585	A026	A66	AP200	ASP0581	ATCC 49619	ATCC 700669	BM6001	BVJ1JL	CGSP14	G54	gamPNI0373	HU-OH	Hu15	Hu17	INV104	INV200	JJA	MDRSPN001	NCTC7465	NCTC7466	NU83127	OXC141	P1031	R6	SP49	SPN032672	SPN034156	SPN034183	SPN994038	SPN994039	SPNA45	ST556	Taiwan19F-14	TCH8431/19A	Xen35
PNEUPAN002046000	SPD_RS04885	SPV_RS05455	EF3030_RS04945	SPH_RS05455	SP_RS05080	SP670_RS06415	HKM25_RS04855	SP70585_RS05295	T308_RS05050	A66_RS04630	SPAP_RS05815	EL334_RS05120	EL263_RS05075	SPN23F_RS04820	ODS73_RS05280	JN057_RS04910	SPCG_RS05195	SPG_RS04765	HMPREF1038_RS05735	EL271_RS04800	SPNHU15_RS05010	SPNHU17_RS04935	INV104_RS05175	SPNINV200_RS05040	SPJ_RS04815	MDRSPN_RS04645	AT689_RS08705	DQM66_RS05465	EL277_RS05160	SPNOXC_RS04990	SPP_RS05090	SPR_RS04640	BMJ42_RS05670	SPN032672_RS00045	SPN034156_RS00045	SPN034183_RS05010	SPN994038_RS04915	SPN994039_RS04920	SPNA45_RS07425	MYY_RS05530	SPT_RS05320	HMPREF0837_RS06965	CXP32_RS05120
PNEUPAN002047000	SPD_RS04890	SPV_RS05450	EF3030_RS04950	SPH_RS05460	SP_RS05085	SP670_RS06410	HKM25_RS04860	SP70585_RS05300	T308_RS05055	A66_RS04635	SPAP_RS05810	EL334_RS05125	EL263_RS05080	SPN23F_RS04825	ODS73_RS05285	JN057_RS04915	SPCG_RS05200	SPG_RS04770	HMPREF1038_RS05730	EL271_RS04805	SPNHU15_RS05015	SPNHU17_RS04940	INV104_RS05180	SPNINV200_RS05045	SPJ_RS04820	MDRSPN_RS04650	AT689_RS08700	DQM66_RS05460	EL277_RS05165	SPNOXC_RS04995	SPP_RS05095	SPR_RS04645	BMJ42_RS05675	SPN032672_RS00050	SPN034156_RS00050	SPN034183_RS05015	SPN994038_RS04920	SPN994039_RS04925	SPNA45_RS07430	MYY_RS05535	SPT_RS05325	HMPREF0837_RS06960	CXP32_RS05125
PNEUPAN002048000	SPD_RS04895	SPV_RS05445	EF3030_RS04955	SPH_RS05465	SP_RS05090	SP670_RS06405	HKM25_RS04865	SP70585_RS05305	T308_RS05060	A66_RS04640	SPAP_RS05805	EL334_RS05130	EL263_RS05085	SPN23F_RS04830	ODS73_RS05290	JN057_RS04920	SPCG_RS05205	SPG_RS04775	HMPREF1038_RS05725	EL271_RS04810	SPNHU15_RS05020	SPNHU17_RS04945	INV104_RS05185	SPNINV200_RS05050	SPJ_RS04825	MDRSPN_RS04655	AT689_RS08695	DQM66_RS05455	EL277_RS05170	SPNOXC_RS05000	SPP_RS05100	SPR_RS04650	BMJ42_RS05680	SPN032672_RS00055	SPN034156_RS00055	SPN034183_RS05020	SPN994038_RS04925	SPN994039_RS04930	SPNA45_RS07435	MYY_RS05540	SPT_RS05330	HMPREF0837_RS06955	CXP32_RS05130
PNEUPAN002049000	SPD_RS04900	SPV_RS05440	EF3030_RS04960	SPH_RS05470	SP_RS05095	SP670_RS06400	HKM25_RS04870	SP70585_RS05310	T308_RS05065	A66_RS04645	SPAP_RS05800	EL334_RS05135	EL263_RS05090	SPN23F_RS04835	ODS73_RS05295	JN057_RS04925	SPCG_RS05210	SPG_RS04780	HMPREF1038_RS05720	EL271_RS04815	SPNHU15_RS05025	SPNHU17_RS04950	INV104_RS05190	SPNINV200_RS05055	SPJ_RS04830	MDRSPN_RS04660	AT689_RS08690	DQM66_RS05450	EL277_RS05175	SPNOXC_RS05005	SPP_RS05105	SPR_RS04655	BMJ42_RS05685	SPN032672_RS00060	SPN034156_RS00060	SPN034183_RS05025	SPN994038_RS04930	SPN994039_RS04935	SPNA45_RS07440	MYY_RS05545	SPT_RS05335	HMPREF0837_RS06950	CXP32_RS05135
PNEUPAN002050000	SPD_RS04905	SPV_RS05435	EF3030_RS04965	SPH_RS05475	SP_RS05100	SP670_RS06395	HKM25_RS04875	SP70585_RS05315	T308_RS05070	A66_RS04650	SPAP_RS05795	EL334_RS05140	EL263_RS05095	SPN23F_RS04840	ODS73_RS05300	JN057_RS04930	SPCG_RS05215	SPG_RS04785	HMPREF1038_RS05715	EL271_RS04820	SPNHU15_RS05030	SPNHU17_RS04955	INV104_RS05195	SPNINV200_RS05060	SPJ_RS04835	MDRSPN_RS04665	AT689_RS08685	DQM66_RS05445	EL277_RS05180	SPNOXC_RS05010	SPP_RS05110	SPR_RS04660	BMJ42_RS05690	SPN032672_RS00065	SPN034156_RS00065	SPN034183_RS05030	SPN994038_RS04935	SPN994039_RS04940	SPNA45_RS07445	MYY_RS05550	SPT_RS05340	HMPREF0837_RS06945	CXP32_RS05140
PNEUPAN002051000	SPD_RS04910	SPV_RS05430	EF3030_RS04970	SPH_RS05480	SP_RS05105	SP670_RS06390	HKM25_RS04880	SP70585_RS05320	T308_RS05075	A66_RS04655	SPAP_RS05790	EL334_RS05145	EL263_RS05100	SPN23F_RS04845	ODS73_RS05305	JN057_RS04935	SPCG_RS05220	SPG_RS04790	HMPREF1038_RS05710	EL271_RS04825	SPNHU15_RS05035	SPNHU17_RS04960	INV104_RS05200	SPNINV200_RS05065	SPJ_RS04840	MDRSPN_RS04670	AT689_RS08680	DQM66_RS05440	EL277_RS05185	SPNOXC_RS05015	SPP_RS05115	SPR_RS04665	BMJ42_RS05695	SPN032672_RS00070	SPN034156_RS00070	SPN034183_RS05035	SPN994038_RS04940	SPN994039_RS04945	SPNA45_RS07450	MYY_RS05555	SPT_RS05345	HMPREF0837_RS06940	CXP32_RS05145
PNEUPAN002052000								SP70585_RS13165			SPAP_RS13390	EL334_RS06910	EL263_RS06570	SPN23F_RS13555	ODS73_RS06935			SPG_RS12280							SPJ_RS12515		AT689_RS12545						BMJ42_RS12725										
PNEUPAN002053000								SP70585_RS05335																																			
PNEUPAN002054000								SP70585_RS05340																																			
PNEUPAN002055000				SPH_RS07135	SP_RS06545			SP70585_RS05345				EL334_RS06855	EL263_RS06515	SPN23F_RS06645			SPCG_RS06920				SPNHU15_RS06600								EL277_RS06615				BMJ42_RS06980										CXP32_RS06605
PNEUPAN002056000								SP70585_RS05350																																			
PNEUPAN002057000				SPH_RS06015		SP670_RS05870		SP70585_RS05360				EL334_RS05675		SPN23F_RS06525	ODS73_RS05825	JN057_RS04985	SPCG_RS06785	SPG_RS06400		EL271_RS05520	SPNHU15_RS05525	SPNHU17_RS05450									SPP_RS05800												
PNEUPAN002058000				SPH_RS06020		SP670_RS05865		SP70585_RS05365				EL334_RS05680		SPN23F_RS06520	ODS73_RS05830	JN057_RS04990	SPCG_RS06780	SPG_RS06395		EL271_RS05525	SPNHU15_RS05530	SPNHU17_RS05455									SPP_RS05805												
PNEUPAN002059000				SPH_RS06025		SP670_RS05860		SP70585_RS05370				EL334_RS05685		SPN23F_RS06515	ODS73_RS05835	JN057_RS04995	SPCG_RS06775	SPG_RS06390		EL271_RS05530	SPNHU15_RS05535	SPNHU17_RS05460									SPP_RS05810												
PNEUPAN002060000				SPH_RS06030		SP670_RS05855		SP70585_RS05375				EL334_RS05690		SPN23F_RS06510	ODS73_RS05840	JN057_RS05000	SPCG_RS06770	SPG_RS06385		EL271_RS05535	SPNHU15_RS05540	SPNHU17_RS05465									SPP_RS05815												
PNEUPAN002061000				SPH_RS06035		SP670_RS05850		SP70585_RS05380				EL334_RS05695		SPN23F_RS06505	ODS73_RS05845	JN057_RS05005	SPCG_RS06765	SPG_RS06380		EL271_RS05540	SPNHU15_RS05545	SPNHU17_RS05470									SPP_RS05820												
PNEUPAN002062000								SP70585_RS05385																																			
PNEUPAN002063000								SP70585_RS05390																																			
PNEUPAN002064000											SPAP_RS04400																																
PNEUPAN002065000								SP70585_RS13925																																			
PNEUPAN002066000								SP70585_RS13930																																			
PNEUPAN002067000								SP70585_RS13935																																			
PNEUPAN002068000			EF3030_RS12185					SP70585_RS14385					EL263_RS12120				SPCG_RS14320							SPNINV200_RS13625																			
PNEUPAN002069000								SP70585_RS13175															INV104_RS12835											SPN032672_RS12620									
PNEUPAN002070000								SP70585_RS05430																																			
PNEUPAN002071000								SP70585_RS05505								JN057_RS05265																											
PNEUPAN002072000	SPD_RS04915	SPV_RS05425			SP_RS05110	SP670_RS06385	HKM25_RS04885	SP70585_RS05510		A66_RS04660	SPAP_RS05785	EL334_RS05150	EL263_RS05105	SPN23F_RS04850		JN057_RS05270		SPG_RS04795	HMPREF1038_RS05705	EL271_RS04830	SPNHU15_RS05040	SPNHU17_RS04965	INV104_RS05205		SPJ_RS04845		AT689_RS08675	DQM66_RS05435	EL277_RS05190	SPNOXC_RS05020	SPP_RS05120	SPR_RS04670	BMJ42_RS05700	SPN032672_RS00075	SPN034156_RS00075	SPN034183_RS05040	SPN994038_RS04945	SPN994039_RS04950					CXP32_RS05150
PNEUPAN002073000	SPD_RS04920	SPV_RS05420	EF3030_RS04980	SPH_RS05490	SP_RS05115	SP670_RS06380	HKM25_RS04890	SP70585_RS05515	T308_RS05085	A66_RS04665	SPAP_RS05780	EL334_RS05155	EL263_RS05110	SPN23F_RS04855	ODS73_RS05310	JN057_RS05275	SPCG_RS05230	SPG_RS04800	HMPREF1038_RS05700	EL271_RS04835	SPNHU15_RS05045	SPNHU17_RS04970	INV104_RS05210	SPNINV200_RS05070	SPJ_RS04850	MDRSPN_RS04680	AT689_RS08670	DQM66_RS05430	EL277_RS05195	SPNOXC_RS05025	SPP_RS05125	SPR_RS04675	BMJ42_RS05705	SPN032672_RS00080	SPN034156_RS00080	SPN034183_RS05045	SPN994038_RS04950	SPN994039_RS04955	SPNA45_RS07460	MYY_RS05565	SPT_RS05355	HMPREF0837_RS06930	CXP32_RS05155
PNEUPAN002074000				SPH_RS05495				SP70585_RS05520			SPAP_RS05775							SPG_RS04805			SPNHU15_RS05050	SPNHU17_RS04975											BMJ42_RS05710						SPNA45_RS07465				
PNEUPAN002075000																	SPCG_RS05390						INV104_RS05215											SPN032672_RS00085									
PNEUPAN002076000	SPD_RS04930	SPV_RS05410	EF3030_RS04990	SPH_RS05500	SP_RS05120	SP670_RS06375	HKM25_RS04895	SP70585_RS05525	T308_RS05090	A66_RS04670	SPAP_RS05770	EL334_RS05165	EL263_RS05120	SPN23F_RS04860	ODS73_RS05315	JN057_RS05280	SPCG_RS05235	SPG_RS04810	HMPREF1038_RS05695	EL271_RS04845	SPNHU15_RS05055	SPNHU17_RS04980	INV104_RS05220	SPNINV200_RS05075	SPJ_RS04855	MDRSPN_RS04685	AT689_RS08665	DQM66_RS05420	EL277_RS05205	SPNOXC_RS05030	SPP_RS05130	SPR_RS04680	BMJ42_RS05715	SPN032672_RS00090	SPN034156_RS00085	SPN034183_RS05050	SPN994038_RS04955	SPN994039_RS04960	SPNA45_RS07470	MYY_RS05570	SPT_RS05360	HMPREF0837_RS06925	CXP32_RS05165
PNEUPAN002077000	SPD_RS04935	SPV_RS05405	EF3030_RS04995	SPH_RS05505	SP_RS05125	SP670_RS06370	HKM25_RS04900	SP70585_RS05530	T308_RS05095	A66_RS04675	SPAP_RS05765	EL334_RS05170	EL263_RS05125	SPN23F_RS04865	ODS73_RS05320	JN057_RS05285	SPCG_RS05240	SPG_RS04815	HMPREF1038_RS05690	EL271_RS04850	SPNHU15_RS05060	SPNHU17_RS04985	INV104_RS05225	SPNINV200_RS05080	SPJ_RS04860	MDRSPN_RS04690	AT689_RS08660	DQM66_RS05415	EL277_RS05210	SPNOXC_RS05035	SPP_RS05135	SPR_RS04685	BMJ42_RS05720	SPN032672_RS00095	SPN034156_RS00090	SPN034183_RS05055	SPN994038_RS04960	SPN994039_RS04965	SPNA45_RS07475	MYY_RS05575	SPT_RS05365	HMPREF0837_RS06920	CXP32_RS05170
PNEUPAN002078000	SPD_RS04940	SPV_RS05400	EF3030_RS05000	SPH_RS05510	SP_RS05130	SP670_RS06365	HKM25_RS04905	SP70585_RS05535	T308_RS05100	A66_RS04680	SPAP_RS05760	EL334_RS05175	EL263_RS05130	SPN23F_RS04870	ODS73_RS05325	JN057_RS05290	SPCG_RS05245	SPG_RS04820	HMPREF1038_RS05685	EL271_RS04855	SPNHU15_RS05065	SPNHU17_RS04990	INV104_RS05230	SPNINV200_RS05085	SPJ_RS04865	MDRSPN_RS04695	AT689_RS08655	DQM66_RS05410	EL277_RS05215	SPNOXC_RS05040	SPP_RS05140	SPR_RS04690	BMJ42_RS05725	SPN032672_RS00100	SPN034156_RS00095	SPN034183_RS05060	SPN994038_RS04965	SPN994039_RS04970	SPNA45_RS07480	MYY_RS05580	SPT_RS05370	HMPREF0837_RS06915	CXP32_RS05175
PNEUPAN002079000	SPD_RS04945	SPV_RS05395	EF3030_RS05005	SPH_RS05515	SP_RS05135	SP670_RS06360	HKM25_RS04910	SP70585_RS05540	T308_RS05105	A66_RS04685	SPAP_RS05755	EL334_RS05180	EL263_RS05135	SPN23F_RS04875	ODS73_RS05330	JN057_RS05295	SPCG_RS05250	SPG_RS04825	HMPREF1038_RS05680	EL271_RS04860	SPNHU15_RS05070	SPNHU17_RS04995	INV104_RS05235	SPNINV200_RS05090	SPJ_RS04870	MDRSPN_RS04700	AT689_RS08650	DQM66_RS05405	EL277_RS05220	SPNOXC_RS05045	SPP_RS05145	SPR_RS04695	BMJ42_RS05730	SPN032672_RS00105	SPN034156_RS00100	SPN034183_RS05065	SPN994038_RS04970	SPN994039_RS04975	SPNA45_RS07485	MYY_RS05585	SPT_RS05375	HMPREF0837_RS06910	CXP32_RS05180
PNEUPAN002080000	SPD_RS11630	SPV_RS11685	EF3030_RS11690	SPH_RS13975	SP_RS13390	SP670_RS14245	HKM25_RS12150	SP70585_RS13940	T308_RS13185	A66_RS12505		EL334_RS12615	EL263_RS11785	SPN23F_RS13875	ODS73_RS05335	JN057_RS11315	SPCG_RS13790		HMPREF1038_RS13195	EL271_RS11735	SPNHU15_RS10935	SPNHU17_RS10970	INV104_RS13715	SPNINV200_RS13155	SPJ_RS13320	MDRSPN_RS11245	AT689_RS13510	DQM66_RS11445	EL277_RS12300	SPNOXC_RS13105	SPP_RS13490	SPR_RS10740	BMJ42_RS13310	SPN032672_RS13510	SPN034156_RS12640	SPN034183_RS13090	SPN994038_RS13005	SPN994039_RS13010	SPNA45_RS14145	MYY_RS13320	SPT_RS13015	HMPREF0837_RS13010	CXP32_RS12330
PNEUPAN002081000			EF3030_RS05020				HKM25_RS04915		T308_RS05115	A66_RS12870	SPAP_RS05740				ODS73_RS05345		SPCG_RS12335	SPG_RS04840	HMPREF1038_RS11720					SPNINV200_RS11730		MDRSPN_RS04715													SPNA45_RS12475	MYY_RS05595	SPT_RS05385	HMPREF0837_RS06900	
PNEUPAN002082000	SPD_RS04950	SPV_RS05390	EF3030_RS05010	SPH_RS12540	SP_RS12080	SP670_RS12800		SP70585_RS12460		A66_RS11000	SPAP_RS12055	EL334_RS05190	EL263_RS05140	SPN23F_RS12220		JN057_RS05300	SPCG_RS12330	SPG_RS11545	HMPREF1038_RS11725	EL271_RS04865	SPNHU15_RS05075	SPNHU17_RS05000	INV104_RS12015	SPNINV200_RS11725	SPJ_RS11820		AT689_RS11980	DQM66_RS05400	EL277_RS05225	SPNOXC_RS11575	SPP_RS11930	SPR_RS04700	BMJ42_RS05740	SPN032672_RS11445	SPN034156_RS10885	SPN034183_RS11590	SPN994038_RS11485	SPN994039_RS11485	SPNA45_RS12470				CXP32_RS05185
PNEUPAN002083000									T308_RS13540						ODS73_RS12085											MDRSPN_RS11595														MYY_RS13650	SPT_RS13355	HMPREF0837_RS13315	
PNEUPAN002084000			EF3030_RS11375				HKM25_RS04920		T308_RS12870	A66_RS12165	SPAP_RS13340				ODS73_RS05350		SPCG_RS13360	SPG_RS12550	HMPREF1038_RS12790							MDRSPN_RS10950													SPNA45_RS13715	MYY_RS13025	SPT_RS12775	HMPREF0837_RS12700	
PNEUPAN002085000			EF3030_RS05025				HKM25_RS04925		T308_RS05135	A66_RS04715	SPAP_RS05730				ODS73_RS05360		SPCG_RS05280	SPG_RS04850	HMPREF1038_RS05650							MDRSPN_RS04725													SPNA45_RS07515	MYY_RS05615	SPT_RS05405	HMPREF0837_RS06880	
PNEUPAN002086000	SPD_RS11200	SPV_RS11220	EF3030_RS05030	SPH_RS13565	SP_RS12775	SP670_RS13870	HKM25_RS04930	SP70585_RS13610	T308_RS05140	A66_RS04720	SPAP_RS05725	EL334_RS11815	EL263_RS11455	SPN23F_RS13400	ODS73_RS05365	JN057_RS05305	SPCG_RS05285	SPG_RS04855	HMPREF1038_RS05645	EL271_RS11415	SPNHU15_RS05080	SPNHU17_RS05005	INV104_RS13220		SPJ_RS13040	MDRSPN_RS04730	AT689_RS12930	DQM66_RS11055	EL277_RS11925	SPNOXC_RS12620	SPP_RS13105	SPR_RS04705	BMJ42_RS13315	SPN032672_RS13165	SPN034156_RS12325	SPN034183_RS12590	SPN994038_RS12520	SPN994039_RS12525	SPNA45_RS07520	MYY_RS05620	SPT_RS05410	HMPREF0837_RS06875	CXP32_RS11895
PNEUPAN002087000										A66_RS12875																																	
PNEUPAN002088000	SPD_RS11330	SPV_RS11365	EF3030_RS05035	SPH_RS05530	SP_RS13020	SP670_RS06345	HKM25_RS04935	SP70585_RS05555	T308_RS12875	A66_RS04725	SPAP_RS13335	EL334_RS05200	EL263_RS05150	SPN23F_RS13505	ODS73_RS05370	JN057_RS05310	SPCG_RS05290	SPG_RS04865	HMPREF1038_RS05640	EL271_RS04875	SPNHU15_RS05085	SPNHU17_RS05010	INV104_RS05250	SPNINV200_RS05115	SPJ_RS04885	MDRSPN_RS04735	AT689_RS08635	DQM66_RS05390	EL277_RS05235	SPNOXC_RS12765	SPP_RS05160	SPR_RS04710	BMJ42_RS05755	SPN032672_RS00120	SPN034156_RS12420	SPN034183_RS12735	SPN994038_RS12670	SPN994039_RS12675	SPNA45_RS13720	MYY_RS05625	SPT_RS05415	HMPREF0837_RS06870	CXP32_RS12045
PNEUPAN002089000	SPD_RS04965	SPV_RS05375	EF3030_RS05040	SPH_RS05535	SP_RS05150	SP670_RS06340	HKM25_RS04940	SP70585_RS05560	T308_RS05150	A66_RS04730	SPAP_RS05715	EL334_RS05205	EL263_RS05155	SPN23F_RS13880	ODS73_RS05375	JN057_RS11320	SPCG_RS05295	SPG_RS04870	HMPREF1038_RS11715	EL271_RS04880	SPNHU15_RS05090	SPNHU17_RS05015	INV104_RS05255	SPNINV200_RS05120	SPJ_RS13325	MDRSPN_RS04740	AT689_RS08630	DQM66_RS05385	EL277_RS05240	SPNOXC_RS05065	SPP_RS13495	SPR_RS04715	BMJ42_RS05760	SPN032672_RS00125	SPN034156_RS00120	SPN034183_RS05085	SPN994038_RS04990	SPN994039_RS04995	SPNA45_RS07530	MYY_RS05630	SPT_RS05420	HMPREF0837_RS06865	CXP32_RS05200
PNEUPAN002090000	SPD_RS04970	SPV_RS05370	EF3030_RS05045	SPH_RS05540	SP_RS05155	SP670_RS06335	HKM25_RS04945	SP70585_RS05565	T308_RS05155	A66_RS04735	SPAP_RS05710	EL334_RS05210	EL263_RS05160	SPN23F_RS04905	ODS73_RS05380	JN057_RS05325	SPCG_RS05300	SPG_RS04875	HMPREF1038_RS05625	EL271_RS04885	SPNHU15_RS05095	SPNHU17_RS05020	INV104_RS05260	SPNINV200_RS05125	SPJ_RS04900	MDRSPN_RS04745	AT689_RS08625	DQM66_RS05380	EL277_RS05245	SPNOXC_RS05070	SPP_RS05175	SPR_RS04720	BMJ42_RS05765	SPN032672_RS00130	SPN034156_RS00125	SPN034183_RS05090	SPN994038_RS04995	SPN994039_RS05000	SPNA45_RS07535	MYY_RS05635	SPT_RS05425	HMPREF0837_RS06860	CXP32_RS05205
PNEUPAN002091000	SPD_RS04975	SPV_RS05365	EF3030_RS05050	SPH_RS05545	SP_RS05160	SP670_RS06330	HKM25_RS04950	SP70585_RS05570	T308_RS05160	A66_RS04740	SPAP_RS05705	EL334_RS05215	EL263_RS05165	SPN23F_RS04910	ODS73_RS05385	JN057_RS05330	SPCG_RS05305	SPG_RS04880	HMPREF1038_RS05620	EL271_RS04890	SPNHU15_RS05100	SPNHU17_RS05025	INV104_RS05265	SPNINV200_RS05130	SPJ_RS04905	MDRSPN_RS04750	AT689_RS08620	DQM66_RS05375	EL277_RS05250	SPNOXC_RS05075	SPP_RS05180	SPR_RS04725	BMJ42_RS05770	SPN032672_RS00135	SPN034156_RS00130	SPN034183_RS05095	SPN994038_RS05000	SPN994039_RS05005	SPNA45_RS07540	MYY_RS05640	SPT_RS05430	HMPREF0837_RS06855	CXP32_RS05210
PNEUPAN002092000	SPD_RS04980	SPV_RS05360	EF3030_RS05055	SPH_RS05550	SP_RS05165	SP670_RS06325	HKM25_RS04955	SP70585_RS05575	T308_RS05165	A66_RS04745	SPAP_RS05700	EL334_RS05220	EL263_RS05170	SPN23F_RS04915	ODS73_RS05390	JN057_RS05335	SPCG_RS05310	SPG_RS04885	HMPREF1038_RS05615	EL271_RS04895	SPNHU15_RS05105	SPNHU17_RS05030	INV104_RS05270	SPNINV200_RS05135	SPJ_RS04910	MDRSPN_RS04755	AT689_RS08615	DQM66_RS05370	EL277_RS05255	SPNOXC_RS05080	SPP_RS05185	SPR_RS04730	BMJ42_RS05775	SPN032672_RS00140	SPN034156_RS00135	SPN034183_RS05100	SPN994038_RS05005	SPN994039_RS05010	SPNA45_RS07545	MYY_RS05645	SPT_RS05435	HMPREF0837_RS06850	CXP32_RS05215
PNEUPAN002093000	SPD_RS04985	SPV_RS05355	EF3030_RS05060	SPH_RS05555	SP_RS05170	SP670_RS06320	HKM25_RS04960	SP70585_RS05580	T308_RS05170	A66_RS04750	SPAP_RS05695	EL334_RS05225	EL263_RS05175	SPN23F_RS04920	ODS73_RS05395	JN057_RS05340	SPCG_RS05315	SPG_RS04890	HMPREF1038_RS05610	EL271_RS04900	SPNHU15_RS05110	SPNHU17_RS05035	INV104_RS05275	SPNINV200_RS05140	SPJ_RS04915	MDRSPN_RS04760	AT689_RS08610	DQM66_RS05365	EL277_RS05260	SPNOXC_RS05085	SPP_RS05190	SPR_RS04735	BMJ42_RS13320	SPN032672_RS00145	SPN034156_RS00140	SPN034183_RS05105	SPN994038_RS05010	SPN994039_RS05015	SPNA45_RS07550	MYY_RS05650	SPT_RS05440	HMPREF0837_RS06845	CXP32_RS05220
PNEUPAN002094000	SPD_RS04990	SPV_RS05350	EF3030_RS05065	SPH_RS05560	SP_RS05175	SP670_RS06315	HKM25_RS04965	SP70585_RS05585	T308_RS05175	A66_RS04755	SPAP_RS05690	EL334_RS05230	EL263_RS05180	SPN23F_RS04925	ODS73_RS05400	JN057_RS05345	SPCG_RS05320	SPG_RS04895	HMPREF1038_RS05605	EL271_RS04905	SPNHU15_RS05115	SPNHU17_RS05040	INV104_RS05280	SPNINV200_RS05145	SPJ_RS04920	MDRSPN_RS04765	AT689_RS08605	DQM66_RS05360	EL277_RS05265	SPNOXC_RS05090	SPP_RS05195	SPR_RS04740	BMJ42_RS05790	SPN032672_RS00150	SPN034156_RS00145	SPN034183_RS05110	SPN994038_RS05015	SPN994039_RS05020	SPNA45_RS07555	MYY_RS05655	SPT_RS05445	HMPREF0837_RS06840	CXP32_RS05225
PNEUPAN002095000			EF3030_RS05070	SPH_RS05565	SP_RS05180			SP70585_RS05590	T308_RS05180	A66_RS04760		EL334_RS05235			ODS73_RS05405	JN057_RS05350		SPG_RS04900		EL271_RS04910	SPNHU15_RS05120	SPNHU17_RS05045	INV104_RS05285	SPNINV200_RS05150		MDRSPN_RS04770			EL277_RS05275	SPNOXC_RS05095	SPP_RS05200		BMJ42_RS05795	SPN032672_RS00155	SPN034156_RS00150	SPN034183_RS05115	SPN994038_RS05020	SPN994039_RS05025	SPNA45_RS07560	MYY_RS05660	SPT_RS05450		CXP32_RS05235
PNEUPAN002096000	SPD_RS04995	SPV_RS05345		SPH_RS06145		SP670_RS06305	HKM25_RS04970				SPAP_RS05685		EL263_RS05185	SPN23F_RS04930			SPCG_RS05325		HMPREF1038_RS05600		SPNHU15_RS05660	SPNHU17_RS05585			SPJ_RS04925		AT689_RS08600	DQM66_RS05355				SPR_RS04745										HMPREF0837_RS06835	
PNEUPAN002097000	SPD_RS11335	SPV_RS11360	EF3030_RS05110					SP70585_RS12470		A66_RS12170	SPAP_RS13330		EL263_RS05225	SPN23F_RS13630		JN057_RS05385	SPCG_RS05370	SPG_RS12555	HMPREF1038_RS11710	EL271_RS11545			INV104_RS14090	SPNINV200_RS05200	SPJ_RS13055		AT689_RS11975	DQM66_RS11190		SPNOXC_RS12880	SPP_RS13120	SPR_RS10485		SPN032672_RS14055	SPN034156_RS12575	SPN034183_RS12850	SPN994038_RS12780	SPN994039_RS12785	SPNA45_RS13845				
PNEUPAN002098000							HKM25_RS05025			A66_RS04825	SPAP_RS05670			SPN23F_RS04990		JN057_RS05390		SPG_RS04915	HMPREF1038_RS12450						SPJ_RS04985		AT689_RS12610				SPP_RS12685								SPNA45_RS07625				
PNEUPAN002099000	SPD_RS11635	SPV_RS11680	EF3030_RS05075	SPH_RS05575	SP_RS13395	SP670_RS06295	HKM25_RS04975	SP70585_RS05600	T308_RS05190	A66_RS04770		EL334_RS05240	EL263_RS05190	SPN23F_RS13885	ODS73_RS05410	JN057_RS05355	SPCG_RS13795		HMPREF1038_RS05590	EL271_RS04915	SPNHU15_RS05125	SPNHU17_RS05050		SPNINV200_RS05160	SPJ_RS13330	MDRSPN_RS04775	AT689_RS08590	DQM66_RS11440	EL277_RS12305	SPNOXC_RS05105	SPP_RS05210	SPR_RS10745	BMJ42_RS05800		SPN034156_RS00160	SPN034183_RS05125	SPN994038_RS05030	SPN994039_RS05035	SPNA45_RS07570	MYY_RS05670	SPT_RS05460	HMPREF0837_RS06825	CXP32_RS12335
PNEUPAN002100000	SPD_RS05010	SPV_RS05330	EF3030_RS05080		SP_RS05195		HKM25_RS04980	SP70585_RS05605		A66_RS04775		EL334_RS05955	EL263_RS05195	SPN23F_RS04945	ODS73_RS06060	JN057_RS05360	SPCG_RS05340		HMPREF1038_RS05585	EL271_RS04920				SPNINV200_RS05165	SPJ_RS04940		AT689_RS08585	DQM66_RS05340	EL277_RS05290	SPNOXC_RS05110	SPP_RS05215	SPR_RS04760			SPN034156_RS00165	SPN034183_RS05130	SPN994038_RS05035	SPN994039_RS05040	SPNA45_RS07575				CXP32_RS05250
PNEUPAN002101000		SPV_RS10990								A66_RS11700	SPAP_RS13040					JN057_RS05395		SPG_RS12450	HMPREF1038_RS12445				INV104_RS12805				AT689_RS12605	DQM66_RS10960			SPP_RS12690			SPN032672_RS13150					SPNA45_RS13180				
PNEUPAN002102000											SPAP_RS05665					JN057_RS05400		SPG_RS04920	HMPREF1038_RS05545								AT689_RS08545				SPP_RS05255												
PNEUPAN002103000											SPAP_RS05660					JN057_RS05405		SPG_RS04925	HMPREF1038_RS05540								AT689_RS08540				SPP_RS05260												
PNEUPAN002104000											SPAP_RS05655					JN057_RS05410		SPG_RS10955	HMPREF1038_RS05535								AT689_RS08535				SPP_RS05265												
PNEUPAN002105000											SPAP_RS05650					JN057_RS05415		SPG_RS04935	HMPREF1038_RS05530								AT689_RS08530				SPP_RS05270												
PNEUPAN002106000											SPAP_RS05645					JN057_RS05420		SPG_RS04940	HMPREF1038_RS05525								AT689_RS08525				SPP_RS05275												
PNEUPAN002107000																							INV104_RS14220											SPN032672_RS14215									
PNEUPAN002108000										A66_RS04830				SPN23F_RS04995									INV104_RS13735		SPJ_RS04990									SPN032672_RS13530					SPNA45_RS07630				
